año_hecho,departamen,provincia,distrito,denuncias_dep,geom
2022,LIMA,LIMA,LINCE,37,-77.0435409|-77.0445503|-77.037627|-77.0355978|-77.0336839999999|-77.033901|-77.0318286|-77.0315197|-77.0318884|-77.0322305|-77.029808|-77.0298049|-77.0284166|-77.029422|-77.0303011|-77.0312379|-77.0307362|-77.0310532|-77.0314423|-77.0332624|-77.0320425|-77.0307301999999|-77.0391633|-77.0366902|-77.0362138|-77.0355185|-77.0335398|-77.0356452|-77.0355926|-77.0386849|-77.0404429|-77.040134|-77.0446178|-77.0423464|-77.0476987|-12.0868528|-12.0883638|-12.0895073999999|-12.0870285|-12.0868179|-12.0860794|-12.086542|-12.0877889|-12.0880435|-12.0872231|-12.0864994|-12.086697|-12.0845378999999|-12.0830640999999|-12.0840787999999|-12.0853132999999|-12.0842339|-12.0842570999999|-12.0854201999999|-12.0834748|-12.0808663|-12.0798756999999|-12.0825666|-12.0812058|-12.0814389|-12.0841723999999|-12.0842256999999|-12.0848154|-12.0856262999999|-12.0856603999999|-12.0853182|-12.0852853|-12.0845413|-12.0858989999999|-12.084577
2022,LIMA,LIMA,LOS OLIVOS,142,-77.0857242|-77.0831575|-77.0851359|-77.0844954|-77.0830675999999|-77.0810135|-77.0840615|-77.0840403999999|-77.0797339|-77.075137|-77.0744343|-77.0750676|-77.0784519|-77.0755135|-77.0761582|-77.0760145|-77.0760253999999|-77.0716126|-77.0710099999999|-77.0707597|-77.0701296999999|-77.0726468999999|-77.0722085|-77.072459|-77.0736923|-77.068719|-77.0723902|-77.0730179|-77.0750863|-77.0744986999999|-77.0738891|-77.0780766|-77.0760213|-77.0762776|-77.076233|-77.0767672|-77.0784714|-77.0785509|-77.0687162|-77.0718618|-77.0735119|-77.0722465|-77.072141|-77.0714722|-77.0687682|-77.0657113|-77.0651814999999|-77.0664148|-77.0664297|-77.0703213|-77.0710281|-77.0690118|-77.0707092|-77.0704527|-77.0685862|-77.071592|-77.0752353999999|-77.0791108|-77.077944|-77.0767379|-77.0765921|-77.0759786|-77.0831838|-77.0834114|-77.079959|-77.0809259|-77.0819681|-77.0776719|-77.0684482999999|-77.0702416|-77.0719283999999|-77.0760726999999|-77.0777502|-77.062901|-77.0642967|-77.0676685|-77.0744323|-77.0751538|-77.0779416999999|-77.0773517|-77.0753004|-77.0765878999999|-77.0770056|-77.0747518|-77.0751248999999|-77.0750414|-77.0735733|-77.0724414|-77.0713541|-77.0719162|-77.0726357|-77.0732428|-77.0745646999999|-77.0769214|-77.0787516999999|-77.078751|-77.0757517|-77.0802387|-77.0806847|-77.0802798|-77.0798705|-77.0816288|-77.0801203|-11.9755122|-11.9721534|-11.9732938999999|-11.974418|-11.9739839|-11.9754366999999|-11.955138|-11.9551349999999|-11.9548824999999|-11.9557081|-11.95681|-11.9568730999999|-11.9634187999999|-11.9628|-11.9601923999999|-11.9592802999999|-11.9593004999999|-11.9639301|-11.9577664999999|-11.9550848|-11.9743897|-11.9749727999999|-11.9728011999999|-11.9719919999999|-11.9710241999999|-11.9717525|-11.9649704|-11.9655883|-11.967257|-11.9662968|-11.9654083|-11.9705628999999|-11.9718121|-11.9716928999999|-11.9803052999999|-11.9801626|-11.9792413|-11.9810682999999|-11.9843592999999|-11.9800519|-11.9786035999999|-11.9786616|-11.9777890999999|-11.9762713|-11.9773792999999|-11.9760712999999|-11.9914224|-11.9898079999999|-11.9958406|-11.9957626999999|-11.9928078999999|-11.9945276|-11.9915639999999|-11.9909013|-11.9903171|-11.9910778|-11.9870038999999|-11.987429|-11.991812|-11.9945526999999|-11.9947563|-11.9967702|-11.9958819999999|-11.9959143|-11.9776077999999|-11.9774302|-12.0055249|-12.01113|-12.0037232|-12.0059995|-12.0088620999999|-12.0064346|-12.0031779999999|-12.0014492|-12.0026263|-12.005636|-11.9247063999999|-11.9268006|-11.9329554|-11.9317955|-11.9359158999999|-11.9362035999999|-11.9353763|-11.9419151|-11.9381271|-11.9367723999999|-11.9408341|-11.9407305|-11.9494392|-11.9486573999999|-11.9444986999999|-11.9448930999999|-11.9430854999999|-11.9476384|-11.9480909|-11.9500232|-11.9524547999999|-11.9514783|-11.9518151999999|-11.9494829|-11.950029|-11.9501569|-11.9373398
2022,LIMA,LIMA,LURIGANCHO,6,-76.9425732|-76.944141|-76.944242602|-76.8217337|-76.7964036|-11.9751252999999|-11.9835509|-11.9851605929999|-11.9836648999999|-11.977252
2022,LIMA,LIMA,MAGDALENA DEL MAR,41,-77.0637543|-77.0646730999999|-77.0666324|-77.0684760999999|-77.0709881|-77.0737352|-77.0747129|-77.0747266|-77.073836|-77.0739178|-77.072242044|-77.0688921|-77.0699989999999|-77.0700298|-77.0717857|-77.0725256|-77.0731160999999|-77.0723086|-77.0714227|-77.0694991999999|-77.0704008|-77.0707168|-77.0675603|-77.0653696|-77.0674978|-77.0673214|-77.0627041|-77.0642626|-77.0649916|-77.0584322999999|-77.0615999999999|-77.0645382|-77.0628816999999|-77.0619083|-77.0611797|-12.0868629|-12.0867658999999|-12.0864298|-12.0851173|-12.0870502|-12.0875151999999|-12.0902267|-12.0900899|-12.0906972999999|-12.0950457|-12.096867604|-12.0937838999999|-12.0904353|-12.0904161|-12.0923844|-12.0915692|-12.0893187999999|-12.0878585|-12.0881401999999|-12.0886743999999|-12.0886823|-12.0895596|-12.0875536999999|-12.0894992999999|-12.0914493999999|-12.0918748999999|-12.0886609|-12.0882538999999|-12.0883856999999|-12.0922856|-12.0927624|-12.0933282999999|-12.0992367|-12.1026906999999|-12.1029761
2022,LIMA,LIMA,MIRAFLORES,9,-77.0330974|-77.0294397|-77.0299215|-77.0292302999999|-77.0337246|-77.0404491|-77.0423464|-77.041817|-77.0343798|-12.1186961|-12.1206544|-12.1291972|-12.1261408999999|-12.1261302999999|-12.1123148999999|-12.1184772|-12.118777|-12.1178480999999
2022,LIMA,LIMA,PACHACAMAC,22,-76.862972853|-76.8612856999999|-76.8538748|-76.8785819|-76.8724101|-76.8716795|-76.8718344|-76.866667|-76.8703183|-76.8742579999999|-76.8728167|-76.8772512|-76.8728537|-12.228743643|-12.1718832|-12.2095337|-12.2119084999999|-12.1243411|-12.1265951|-12.1410844|-12.166667|-12.1174212999999|-12.1221369999999|-12.1164729|-12.1028605999999|-12.1000624
2022,LIMA,LIMA,PUCUSANA,5,-76.798703|-76.7733823|-76.7574581|-12.4816561|-12.4826088|-12.4736611
2022,LIMA,LIMA,PUENTE PIEDRA,56,-77.0675146|-77.0589735999999|-77.0638933|-77.0734067|-77.0732997|-77.07228|-77.0744298|-77.0748695999999|-77.0752772|-77.075799|-77.0760392|-77.0774547999999|-77.075779|-77.0795967|-77.08974|-77.0846915|-77.0845064|-77.0829583|-77.0877847|-77.0881034|-77.0760185999999|-77.0834232|-77.0851205|-77.0856115999999|-77.0882339|-77.0941552|-77.1063082|-77.1147176|-77.0947431|-77.0933188|-77.0986619|-77.0987287|-77.0798273|-77.0853739|-77.0832937|-77.072372|-77.0761833999999|-77.0752353999999|-77.0723409999999|-77.0707866|-11.8977427|-11.8886208|-11.8666466999999|-11.8665758|-11.8667376999999|-11.8678229999999|-11.8648256|-11.8647192|-11.8650716|-11.8646439999999|-11.8654321999999|-11.866185|-11.8747263999999|-11.8686039999999|-11.9207999999999|-11.9272257|-11.9307274999999|-11.92257|-11.9176749|-11.9176211999999|-11.9118207|-11.9323851|-11.9323135999999|-11.936135|-11.9367779|-11.9360847999999|-11.8390368999999|-11.8301678999999|-11.8302757|-11.8415742|-11.8435843|-11.8436103|-11.8629099|-11.8525069999999|-11.844057|-11.8522292|-11.8618276|-11.8593423999999|-11.8546314999999|-11.8542065
2022,LIMA,LIMA,RIMAC,109,-77.022600223|-77.0260968|-77.0308426|-77.0359035|-77.034736237|-77.0341612|-77.0338156999999|-77.0400898|-77.0386772|-77.0384167999999|-77.0362403999999|-77.0341827999999|-77.0346416|-77.0371468|-77.0367344|-77.0345237|-77.0372311|-77.0375877|-77.0368176|-77.0366221|-77.039985|-77.0410955|-77.0342691|-77.0334356|-77.03149|-77.0332342|-77.0311998|-77.0307477|-77.0301423|-77.0276939999999|-77.028391|-77.028571|-77.0289378|-77.0280199|-77.0256634|-77.0267063|-77.0246577999999|-77.0265924|-77.0278153|-77.0280969|-77.0287833|-77.0283798|-77.0284697|-77.0303366|-77.0299317|-77.0292923|-77.0331936|-77.0332342|-77.0316956|-77.0307238|-77.0322065999999|-77.0296227|-77.0297722|-77.0287959|-77.0285|-77.0277804|-77.0280609|-77.0302297|-77.0324765999999|-77.0310845|-77.0321558|-77.0328567999999|-77.0324507|-77.0329025|-77.0300749|-77.0289968|-77.0297563|-77.0296168|-77.0256701|-77.0244211|-77.0268953|-77.0210986|-77.0213155|-77.0215958|-77.0215344|-77.0202854|-77.0168409999999|-77.0244196|-77.0239263|-77.0301398999999|-77.0330251|-77.0329714|-77.0309293|-77.0322825|-12.040507798|-12.0411053999999|-12.0413065999999|-12.0055398|-12.005048938|-12.0160071999999|-12.0159351999999|-12.0385729|-12.0360741|-12.036467|-12.0369277999999|-12.0356568|-12.0351492|-12.0350473|-12.0301726|-12.0261042|-12.0267367|-12.0257159|-12.0260941999999|-12.0296235|-12.0290299|-12.0288320999999|-12.0228769|-12.0193123999999|-12.0190899999999|-12.020537915|-12.0229677|-12.0225397|-12.0218123999999|-12.0229512999999|-12.0221172999999|-12.0216232|-12.0185387999999|-12.0185935|-12.0229744|-12.0239217999999|-12.0240345|-12.0265944|-12.0278791|-12.0256324|-12.0239973|-12.0245527|-12.0251686999999|-12.0243168|-12.0252154|-12.025774|-12.0249891|-12.0252389999999|-12.0280246|-12.0281699999999|-12.0283448|-12.0301982999999|-12.0299069|-12.0299140999999|-12.029986|-12.0318789999999|-12.0326026|-12.0344223|-12.0328671|-12.0367884999999|-12.0367547999999|-12.0368192999999|-12.0383558|-12.0394100999999|-12.0385097999999|-12.0387554|-12.0367664999999|-12.0363436|-12.0385537|-12.0324069|-12.0297702|-12.0358843|-12.0362322|-12.036509|-12.0384802|-12.0388685|-12.039392|-12.0153827|-12.0144255|-12.0163484|-12.0184156999999|-12.018006|-12.0145959|-12.0154631
2022,LIMA,LIMA,SAN BORJA,40,-77.0027852|-76.9942161|-76.9830277|-76.9812334|-76.9805301|-76.9887818999999|-76.9935406|-76.9940519|-76.996127428|-76.9956415999999|-76.9953594|-76.9945611|-76.9949134999999|-76.9950699999999|-76.9893519999999|-76.9894991|-76.9942548|-76.9931913|-76.9974045|-76.9947787|-76.9948122|-76.9964255|-77.0030815|-77.0051573|-77.0074268|-77.0099498|-77.0009141|-77.0013936999999|-77.0018321|-77.0061034999999|-77.0099446|-77.0078972|-77.0082001|-77.0080308999999|-77.0015078|-76.9991264|-76.9970539|-76.9923288|-12.0841308|-12.0814377999999|-12.1070338|-12.1070870999999|-12.1084675|-12.100473|-12.1040783|-12.1038437|-12.1010982829999|-12.0987749999999|-12.0989367|-12.099645|-12.0971554999999|-12.097233|-12.096357|-12.0872815|-12.0874325999999|-12.0867984999999|-12.0895487999999|-12.0908251|-12.0945618|-12.0940505999999|-12.0906509|-12.0888515999999|-12.0912139|-12.0942396|-12.0960102999999|-12.1050948|-12.1052126|-12.1056176|-12.1015449999999|-12.1067988999999|-12.1088238|-12.1106662|-12.110296|-12.1067869|-12.106686|-12.1082380999999
2022,LIMA,LIMA,SAN ISIDRO,22,-77.0388334|-77.0362967|-77.0365328|-77.0367079|-77.0367014999999|-77.0380445|-77.0536577|-77.0434709|-77.0437857|-77.0403673|-77.0344708|-77.0286722|-77.0325407|-77.0312217|-77.0310293|-77.0245336|-77.0193151999999|-77.0570151|-77.0565138|-77.0599846|-12.1067012999999|-12.0997586999999|-12.0991685999999|-12.0983649999999|-12.0974603|-12.1006103|-12.0978964|-12.0933413|-12.0963295|-12.0950751999999|-12.0932594|-12.0960976|-12.0945312|-12.1024346|-12.1032810999999|-12.0973452|-12.0911088|-12.0932731|-12.0985034999999|-12.1041713999999
2022,LIMA,LIMA,SAN JUAN DE LURIGANCHO,301,-76.9776312|-76.9828138|-76.9862677|-76.9704397|-76.9786283999999|-76.9802849|-76.9769075|-76.9772285|-76.9773575|-76.9809212|-76.9807327|-76.9790226|-76.9830931|-76.9817088|-76.9817697999999|-76.9836289|-76.983988303|-76.9873299|-76.9862888|-76.984107706|-76.9797436|-76.976685828|-76.9767593999999|-76.9870725|-76.9929888|-76.9929853|-76.9919069|-76.991305|-76.9921932|-76.994887298|-76.9986254|-76.9940821|-76.9939836|-76.9935033|-76.9966115|-76.9894212|-76.9890392469999|-76.9897833749999|-76.9875007|-76.990359|-76.9928862|-76.989743495|-76.989088568|-76.9918326|-76.993423018|-76.9941873|-76.9949005|-76.9995979|-76.9996993|-76.9995576|-77.0019477|-77.0029163|-77.0062927|-77.0041990999999|-77.0045257|-77.0029695|-77.0001071|-77.0009583|-77.001881|-77.004501769|-77.0042637|-77.0042145|-77.0032598|-76.9992608|-76.9995743|-77.0034787|-77.006305782|-77.0070034|-77.0070577|-77.0053827|-77.0057465|-77.0047244|-77.0066394|-77.0096326|-77.0092827|-77.0077443|-77.0089346999999|-77.0097994|-77.0098638|-77.0051266|-77.0046887|-77.0002363|-77.000545214|-76.9990943|-76.999793379|-77.0001376|-77.0006493|-77.0022162|-77.0023573999999|-77.003068|-76.9972257|-76.9974532|-76.9977625|-76.9949338|-76.9937614|-76.9957401|-76.9912175|-76.9917152|-76.991714565|-76.9890162|-76.9890156|-76.9888498|-76.991414|-76.9913306889999|-76.9892943|-77.0039409|-77.0039062|-77.0010266|-77.0016241|-77.0041874|-77.0054895|-77.0065692|-77.0087383|-77.0085852999999|-77.0086501|-77.0103801|-77.0064105|-77.0049746999999|-77.006132|-77.0061767999999|-77.0049849|-77.0054547999999|-77.0050504|-77.0063003|-77.0098613|-77.0099625|-77.0093943|-77.0097404|-77.0083741999999|-77.0064316|-77.0071662999999|-77.0044301|-77.0027926|-77.0029203|-77.0019715|-77.000553634|-77.000266638|-77.001814|-77.0019758|-77.0044933|-77.0032625|-77.002896|-77.0003588|-76.999611|-77.0003062|-77.0023332|-77.0045119|-77.004190031|-77.0058166|-77.0065382|-77.0046935|-77.0046666|-77.0053459|-77.0078900999999|-77.0099372|-77.0101937|-77.0088471999999|-76.9969868|-76.9984532999999|-76.9962975999999|-76.9975532999999|-76.9976708|-76.9973618|-76.9988444|-77.0137524|-77.017336|-77.0167197|-77.0198776|-77.0175108999999|-77.0165796|-77.0159861|-77.0142544|-77.0120732|-77.0111072|-77.0107515|-77.0114054|-77.0112201|-77.014069|-77.016005712|-77.0160021|-77.014765|-77.0111047999999|-77.0121621|-77.0118047|-77.0134232|-77.0149221|-77.0193826999999|-77.0151763|-77.0137124|-77.0109487999999|-77.0108104|-77.01863|-77.0194938829999|-77.01080755|-77.0078655|-77.0062458|-77.0034094|-77.0033662|-76.9824777|-76.9791068339999|-76.9800991|-76.9796928|-76.9801476|-76.97793874|-76.9774025|-76.9781225|-76.9763224|-76.978008|-76.976404402|-76.9783476|-76.9795192999999|-76.9720207999999|-76.9703819|-76.9737724999999|-76.9754336|-76.9740273|-76.9757374|-76.96530596|-76.9708094|-76.960826155|-11.9819307|-11.9810587|-11.9754002999999|-11.9648498|-11.9576676|-11.9549926999999|-11.9560986|-11.9513335999999|-11.9500949|-11.9489982|-11.9511697999999|-11.9540585|-11.9537801999999|-11.9497206|-11.9490484999999|-11.9494675|-11.9579269559999|-11.9593571|-11.9592551|-11.960512503|-11.963388|-11.965966968|-11.9703289999999|-11.9663328999999|-11.9697148999999|-11.9704495|-11.9700665999999|-11.9704998|-11.9716141|-11.969671928|-11.9699558999999|-11.9688042|-11.9689301|-11.9681411999999|-11.963602|-11.9638143999999|-11.96586481|-11.96214012|-11.9597841|-11.9580685|-11.9560799|-11.95712308|-11.956383391|-11.9524744999999|-11.952100957|-11.9520181|-11.9571710999999|-11.9603974999999|-11.9602444|-11.9603011|-11.9609970999999|-11.9607224|-11.9563441999999|-11.961586|-11.9621766|-11.9638793|-11.9617501999999|-11.9632839|-11.9647165|-11.9672057829999|-11.9681795999999|-11.9683664|-11.9693513|-11.9686948999999|-11.9696567999999|-11.9720366999999|-11.9720900099999|-11.9719928|-11.972074|-11.9700498|-11.970704|-11.9702296|-11.9672969|-11.9696754|-11.9752344|-11.9736063|-11.9755521|-11.9768897|-11.9806457999999|-11.9812904|-11.9814359|-11.9827612|-11.9797076099999|-11.9750794|-11.9754013099999|-11.9751929999999|-11.9759468|-11.9756057|-11.9742353|-11.9727556|-11.9746774999999|-11.9756237999999|-11.9764387|-11.9747942|-11.9769262999999|-11.9727235999999|-11.9736237|-11.9767876999999|-11.978765046|-11.9802207999999|-11.9802213999999|-11.9801649999999|-11.9824502|-11.9837251229999|-11.9839403999999|-11.9941259|-11.9940467|-11.9897185|-11.9874914|-11.9888513|-11.9890377999999|-11.9848198|-11.9874574999999|-11.9890247|-11.9887545999999|-11.9914102|-11.9899455|-11.9897180999999|-11.9908273|-11.9928704|-11.9926472999999|-11.9933912|-11.9946836|-11.9941903|-11.9938041|-11.9937161999999|-11.9948006|-11.9979544|-11.9992017|-11.9970933999999|-11.9952647|-11.9964714|-11.9964514|-11.9967146|-11.9958341|-11.996209124|-11.998077145|-11.9992119|-11.9982443|-11.9981996|-12.0021513|-12.0030348999999|-12.0001857|-12.0029726|-12.0042855|-12.0039619|-12.0041323|-12.0050679509999|-12.0060104|-12.004195|-12.0044141999999|-12.0041980999999|-12.0025009|-12.001294|-12.0010564999999|-12.0016254|-12.0042161|-12.004668|-12.0029023|-12.0020425|-12.0022279999999|-12.0003543|-12.0008152|-11.9995092999999|-12.0081681|-12.0104329|-12.0089371|-12.0039252999999|-12.0041406|-12.0020901|-12.0024104|-12.0036274|-12.0049693|-12.0052767999999|-12.0003795|-11.9994399|-11.9986956|-11.9995602|-11.9995250659999|-11.9986554|-11.9983467|-11.9957820999999|-11.9950236|-11.9906356999999|-11.9898517999999|-11.9918483|-11.9853376|-11.9887876999999|-11.9831387999999|-11.9788381|-11.9747429999999|-11.9769757999999|-11.97485144|-11.967911291|-11.9456721|-11.9499624|-11.9495530999999|-11.9494784999999|-11.9453715999999|-11.945330084|-11.9475252|-11.9472519999999|-11.9475189|-11.94620694|-11.946299|-11.9472931|-11.9445895|-11.9439988|-11.9443168139999|-11.9407992|-11.9425904999999|-11.9411711999999|-11.9416047|-11.9428574|-11.9417569|-11.9433907|-11.9463519|-11.938963486|-11.9367139999999|-11.940906647
2022,LIMA,LIMA,SAN JUAN DE MIRAFLORES,9,-76.981096615|-76.9550462999999|-76.956115271|-76.9578748|-76.9579008709999|-76.959556|-76.959131082|-76.959287261|-76.962318159|-12.1672319259999|-12.1321806|-12.129660315|-12.1310449|-12.136899392|-12.1365216999999|-12.135096786|-12.133127975|-12.1334271379999
2022,LIMA,LIMA,SAN LUIS,7,-76.9988534|-77.0011191|-76.9957189|-76.9964113999999|-76.9960897|-76.9980643|-12.0608326|-12.0620316|-12.067559|-12.0654724999999|-12.0653687|-12.0619725
2022,LIMA,LIMA,SAN MARTIN DE PORRES,187,-77.1162062|-77.110292|-77.1033893|-77.1050489|-77.1069625|-77.1028263|-77.1078848|-77.0913005|-77.1023104|-77.1008717999999|-77.1021305|-77.1006919|-77.0928368|-77.0912804|-77.0892788|-77.0879343|-77.0877004|-77.0909753999999|-77.0902614999999|-77.0885236999999|-77.0864847999999|-77.0824584|-77.0840258|-77.0845295|-77.0830675999999|-77.0943978|-77.093019|-77.0933545|-77.0968819999999|-77.0996339|-77.1003049999999|-77.094683|-77.0934759|-77.0927793|-77.097857|-77.0910062|-77.0836186|-77.0839107|-77.0847088|-77.0904414|-77.0860024|-77.0807857|-77.0816181|-77.0871407|-77.0881732|-77.092214156|-77.0923794|-77.091851302|-77.0919478|-77.0926807|-77.0875042|-77.088492441|-77.0818085|-77.0828840999999|-77.079716|-77.0806819|-77.0809960999999|-77.081894|-77.084541|-77.0847239999999|-77.082788769|-77.0866202999999|-77.0866741|-77.0878673|-77.0901491|-77.0891424|-77.0858777999999|-77.0825713|-77.0825035|-77.0807704|-77.0807432999999|-77.0803084|-77.0805217|-77.0797389|-77.0817615|-77.0820636999999|-77.0793241|-77.078071|-77.0764091|-77.0762404|-77.0756166|-77.0750073|-77.0756605999999|-77.0700707999999|-77.0754559|-77.0711412|-77.0688844|-77.0625757|-77.0628629|-77.0589649999999|-77.0611044|-77.0617908|-77.0583358|-77.0571808|-77.0570415999999|-77.0607598|-77.063902|-77.0638622|-77.0645577|-77.0668375|-77.067127|-77.0653747|-77.0658004|-77.0628805|-77.0579867|-77.0581778|-77.0602498|-77.0599591|-77.0583176|-77.05776|-77.0565387|-77.0578409999999|-77.0571392699999|-77.060329|-77.0656023|-77.0636872|-77.0734113|-77.0771755|-77.0747716|-77.0699234|-77.0682507|-77.0563504|-77.0546598999999|-77.0555876|-77.054529|-77.0527964999999|-77.0494427|-77.0457140999999|-77.0504665|-77.0504258999999|-77.0511114999999|-77.0512478|-77.0557577|-77.0556971999999|-77.0563452|-77.0517015999999|-77.0511169|-77.0521896|-77.0517353|-77.0456818|-77.0476328999999|-77.0475797999999|-77.0499313|-77.0475196|-77.0470481|-77.0463228|-77.0447768|-77.0890924999999|-77.0904290999999|-77.0904452|-77.0885642|-77.0923354|-11.989771|-11.9940794999999|-11.9936278|-11.9927445|-11.9906912|-11.9884486999999|-11.9719926|-11.9651787|-11.9642203999999|-11.9634546999999|-11.97522|-11.976551|-11.9725245999999|-11.9657649|-11.9692611999999|-11.975174|-11.9732672|-11.9651999|-11.9631363999999|-11.9595732999999|-11.9907433999999|-11.9882795|-11.9909539|-11.9859822999999|-11.9837689999999|-11.9869178|-11.9840321999999|-11.9818387999999|-11.9815573|-11.9778550999999|-11.9885542|-11.9893071999999|-11.9906708|-11.9950562|-12.0001703999999|-12.0009752999999|-12.00443|-12.0073465999999|-12.0069796999999|-12.0059580999999|-12.0109485999999|-12.0124443|-12.0192964999999|-12.0174256|-12.0208924|-12.027372107|-12.0287887|-12.030730397|-12.0318280999999|-12.0333231999999|-12.0347930999999|-12.0353462209999|-12.0354555|-12.0359447|-12.0314981|-12.0285249999999|-12.0264438|-12.0289624|-12.0283157|-12.0288669999999|-12.031095964|-12.0306118999999|-12.0302121|-12.0306927999999|-12.0301329|-12.0282675|-12.0285347999999|-12.0213798999999|-12.0225877999999|-12.0254720999999|-12.0258693|-12.0239683999999|-12.0240094|-12.0238208|-12.0233165999999|-12.0209366999999|-12.0215997|-12.0252222999999|-12.023831|-12.0259505|-12.0253228999999|-12.0260249|-12.0208772|-12.0300741999999|-12.0307328|-12.0326612|-12.0334445999999|-12.0327018999999|-12.0330428|-12.0338644999999|-12.0347401999999|-12.0328703|-12.0331416999999|-12.0304553|-12.0265348|-12.0298031999999|-12.0290949|-12.0292315999999|-12.0310178999999|-12.0312160999999|-12.0259098|-12.0267180999999|-12.0263065|-12.0244665999999|-12.0242691999999|-12.0194605|-12.0186917999999|-12.0180286999999|-12.0146966999999|-12.0141846999999|-12.0125983|-12.0131491999999|-12.0085089619999|-12.00974|-12.0140661|-12.0193980999999|-12.016994|-12.0198538|-12.0125021|-12.0137387999999|-12.0102567|-12.0133159|-12.01699|-12.0169936999999|-12.022005|-12.0244926|-12.0246647|-12.0275452|-12.0291409|-12.0299661999999|-12.0284626|-12.0261298|-12.0271248|-12.0271943|-12.0335224999999|-12.0316988|-12.0321521|-12.0341801|-12.0333719999999|-12.0340178|-12.0346618|-12.0352584999999|-12.0318492|-12.0303618|-12.0312673|-12.0316159999999|-12.0345402999999|-11.9511151|-11.9510946999999|-11.9495658|-11.9445726|-11.9458547999999
2022,LIMA,LIMA,SAN MIGUEL,12,-77.0817438|-77.0840793|-77.0848419|-77.0906886|-77.0915092|-77.09262|-77.0934137|-77.0769524|-77.0754775999999|-77.1078544|-12.0782829|-12.0842322999999|-12.0862728|-12.0854171|-12.0877722999999|-12.0859968|-12.0774344|-12.0880299|-12.0886151999999|-12.0773869
2022,LIMA,LIMA,SANTA ANITA,33,-76.9455815|-76.9491482|-76.9500604|-76.9569134|-76.9627409|-76.9635367|-76.9621457|-76.9678840999999|-76.9651401|-76.9714786|-76.9750451|-76.9831852|-76.9855762999999|-76.977821|-76.976395|-76.9844866|-76.9833804|-76.9836093|-76.9845299|-76.9778603999999|-76.9749366|-76.9688709|-76.9679494|-76.9658329|-76.9631487|-76.9642397|-76.9573634|-76.9570244|-76.9533165|-76.9623857|-76.9620219|-12.0297404999999|-12.0358846|-12.0343427|-12.0321165|-12.0370032|-12.0351176999999|-12.0340179999999|-12.0369322|-12.0536691|-12.0523137|-12.0516967|-12.0539969|-12.0528654999999|-12.0520203|-12.0454751999999|-12.0465579|-12.0468107|-12.0460623999999|-12.0431287|-12.0414784|-12.0465303999999|-12.0487276|-12.0401899999999|-12.0381381999999|-12.0402902|-12.0411273999999|-12.0383904999999|-12.0384329|-12.0415461|-12.0480074|-12.0532044999999
2022,LIMA,LIMA,SANTA ROSA,13,-77.151017365|-77.1585822|-77.156821666|-77.15549129|-77.1619072999999|-77.173515734|-77.173901973|-77.1752752639999|-77.1729209|-77.171541629|-77.1672500939999|-11.81924601|-11.8189146|-11.81759729|-11.81730325|-11.8079857999999|-11.8005634359999|-11.8010465309999|-11.797391787|-11.7967862999999|-11.7935689569999|-11.7984840149999
2022,LIMA,LIMA,SANTIAGO DE SURCO,76,-76.988667|-76.9910938|-76.9972238|-76.9952671999999|-76.9931625|-76.991246094|-76.9892826|-76.9903189|-76.9895478999999|-76.9898939999999|-76.9913062|-76.9916621|-76.9928149|-76.9915096999999|-76.9869153|-76.9864575|-76.9848277|-76.9846902|-76.9868228999999|-76.9868716|-76.9867477|-76.9856733|-76.9868094|-76.9830973|-76.9841471|-76.9860202|-76.9824722|-76.9854345|-76.9831058|-76.9799001|-76.9801222|-76.9804425|-76.9790692999999|-76.9820611|-76.9860663|-76.9818875|-76.9797988999999|-76.9791313|-76.9792042999999|-76.9851389|-76.9852286|-76.9847715|-76.9914083|-76.9899691|-76.9899856|-76.9891799|-76.9920575|-76.9945232|-76.9900327|-76.9928451|-77.0000729|-77.0015451|-77.0022414|-12.1500116|-12.1481201|-12.1623863999999|-12.1642962|-12.1669231999999|-12.1680683289999|-12.1718423999999|-12.1635841999999|-12.1618814999999|-12.1565039999999|-12.1586619|-12.156449|-12.1589079999999|-12.153254|-12.1514592999999|-12.1644102999999|-12.1627493999999|-12.1655168|-12.1503848999999|-12.1496311|-12.1494721999999|-12.1451099999999|-12.1431981|-12.1404688|-12.1385832|-12.1347466999999|-12.1313061|-12.1296317|-12.1295610999999|-12.1298639999999|-12.1299893|-12.1301126|-12.1311206|-12.1266358|-12.1242465999999|-12.1194767|-12.1138|-12.1166312|-12.11662|-12.1156086999999|-12.1164375999999|-12.111937|-12.113441|-12.1121974|-12.1128098|-12.1124389|-12.1163109|-12.1193926|-12.1238365|-12.1281900999999|-12.1270716|-12.1280638|-12.1265291
2022,LIMA,LIMA,SURQUILLO,23,-77.0048019|-77.0059126|-77.0003422|-77.0018397|-77.0045841|-77.0059661|-77.0122636|-77.012222|-77.0120429|-77.0184662|-77.0206544|-77.0201733|-77.0169937|-77.0169852|-77.0204834|-77.0255525|-77.0250647|-77.0190717|-77.0184194999999|-12.1170802999999|-12.1150309999999|-12.1118261999999|-12.1233756|-12.121818|-12.1206799|-12.1132951|-12.1122463999999|-12.1088569|-12.1087119|-12.1143332999999|-12.1138546999999|-12.1161916|-12.1170412999999|-12.1169831|-12.1158584999999|-12.1117346999999|-12.1067735|-12.1043979
2022,LIMA,LIMA,VILLA EL SALVADOR,1,-76.94679529|-12.19117341
